file order;h;V;C;x;y;Y;X_C;Y_C;Z_C;X_D65;Y_D65;Z_D65;R;G;B;dR;dG;dB
444;2.5RP;2;2;0,3279;0,2754;3,126;0,0372;0,0313;0,045;0,0362;0,0312;0,0415;0,2442;0,1724;0,2194;62;44;56
445;2.5RP;2;4;0,3382;0,2496;3,126;0,0424;0,0313;0,0516;0,0412;0,0311;0,0475;0,2763;0,1532;0,238;70;39;61
446;2.5RP;2;6;0,347;0,2259;3,126;0,048;0,0313;0,0591;0,0468;0,031;0,0544;0,307;0,1288;0,2572;78;33;66
447;2.5RP;2;8;0,3555;0,2003;3,126;0,0555;0,0313;0,0693;0,0541;0,0309;0,0639;0,3423;0,0873;0,2811;87;22;72
448;2.5RP;2;10;0,3617;0,18;3,126;0,0628;0,0313;0,0796;0,0613;0,0308;0,0733;0,373;0,0126;0,3028;95;3;77
454;5RP;2;2;0,3383;0,2829;3,126;0,0374;0,0313;0,0419;0,0364;0,0312;0,0385;0,2495;0,1713;0,2103;64;44;54
455;5RP;2;4;0,3558;0,2597;3,126;0,0428;0,0313;0,0463;0,0417;0,0311;0,0426;0,2854;0,1503;0,2238;73;38;57
456;5RP;2;6;0,3708;0,238;3,126;0,0487;0,0313;0,0514;0,0475;0,031;0,0473;0,3186;0,1237;0,2383;81;32;61
457;5RP;2;8;0,3858;0,214;3,126;0,0564;0,0313;0,0585;0,0551;0,0309;0,0538;0,3561;0,0773;0,2569;91;20;66
463;7.5RP;2;2;0,3459;0,2892;3,126;0,0374;0,0313;0,0394;0,0364;0,0312;0,0363;0,2526;0,1708;0,203;64;44;52
464;7.5RP;2;4;0,3702;0,2683;3,126;0,0431;0,0313;0,0421;0,0421;0,0311;0,0388;0,2918;0,1482;0,2121;74;38;54
465;7.5RP;2;6;0,3918;0,249;3,126;0,0492;0,0313;0,0451;0,0481;0,031;0,0415;0,3272;0,1197;0,2216;83;31;57
466;7.5RP;2;8;0,4137;0,2276;3,126;0,0568;0,0313;0,0493;0,0557;0,031;0,0454;0,3659;0,0703;0,2341;93;18;60
471;10RP;3;2;0,3526;0,3068;6,555;0,0753;0,0655;0,0728;0,0734;0,0655;0,067;0,3555;0,2588;0,2752;91;66;70
472;10RP;3;4;0,3889;0,2969;6,555;0,0859;0,0655;0,0694;0,0839;0,0654;0,0638;0,4096;0,232;0,269;104;59;69
473;10RP;3;6;0,4218;0,2864;6,555;0,0965;0,0655;0,0668;0,0946;0,0653;0,0615;0,4561;0,2008;0,2646;116;51;67
474;10RP;3;8;0,4552;0,2741;6,555;0,1089;0,0655;0,0647;0,107;0,0652;0,0596;0,5028;0,1565;0,2616;128;40;67
475;10RP;3;10;0,4851;0,2618;6,555;0,1215;0,0655;0,0634;0,1195;0,0651;0,0583;0,5452;0,091;0,2601;139;23;66
479;2.5R;3;2;0,3591;0,313;6,555;0,0752;0,0655;0,0687;0,0733;0,0655;0,0632;0,3581;0,2587;0,266;91;66;68
480;2.5R;3;4;0,4021;0,3076;6,555;0,0857;0,0655;0,0619;0,0839;0,0654;0,0569;0,4139;0,2316;0,2515;106;59;64
481;2.5R;3;6;0,4409;0,3009;6,555;0,096;0,0655;0,0562;0,0943;0,0654;0,0518;0,4604;0,201;0,2391;117;51;61
482;2.5R;3;8;0,4821;0,2918;6,555;0,1083;0,0655;0,0508;0,1066;0,0653;0,0467;0,5082;0,1564;0,2266;130;40;58
483;2.5R;3;10;0,5191;0,2811;6,555;0,121;0,0655;0,0466;0,1194;0,0652;0,0429;0,5519;0,0889;0,217;141;23;55
487;5R;3;2;0,3645;0,319;6,555;0,0749;0,0655;0,065;0,0731;0,0655;0,0599;0,3594;0,2591;0,2576;92;66;66
488;5R;3;4;0,4148;0,319;6,555;0,0852;0,0655;0,0547;0,0835;0,0655;0,0503;0,4167;0,2321;0,2334;106;59;60
489;5R;3;6;0,4592;0,3168;6,555;0,095;0,0655;0,0463;0,0934;0,0654;0,0426;0,4623;0,2029;0,2118;118;52;54
490;5R;3;8;0,5064;0,3114;6,555;0,1066;0,0655;0,0384;0,105;0,0654;0,0353;0,5089;0,1612;0,189;130;41;48
491;5R;3;10;0,55;0,3024;6,555;0,1192;0,0655;0,032;0,1177;0,0653;0,0294;0,5531;0,0972;0,1692;141;25;43
495;7.5R;3;2;0,369;0,3248;6,555;0,0745;0,0655;0,0618;0,0727;0,0655;0,0569;0,3598;0,2598;0,2498;92;66;64
496;7.5R;3;4;0,424;0,3302;6,555;0,0842;0,0655;0,0488;0,0825;0,0655;0,0449;0,416;0,2342;0,2171;106;60;55
497;7.5R;3;6;0,4738;0,3316;6,555;0,0937;0,0655;0,0385;0,0921;0,0655;0,0354;0,4617;0,206;0,1869;118;53;48
498;7.5R;3;8;0,5251;0,3297;6,555;0,1044;0,0655;0,0289;0,103;0,0654;0,0265;0,5063;0,1682;0,1535;129;43;39
499;7.5R;3;10;0,573;0,324;6,555;0,1159;0,0655;0,0208;0,1146;0,0654;0,0191;0,5481;0,1142;0,1191;140;29;30
503;10R;3;2;0,3728;0,3314;6,555;0,0737;0,0655;0,0585;0,072;0,0656;0,0538;0,3585;0,2612;0,2415;91;67;62
504;10R;3;4;0,4308;0,3412;6,555;0,0828;0,0655;0,0438;0,0812;0,0655;0,0403;0,4131;0,2374;0,202;105;61;52
505;10R;3;6;0,4854;0,3467;6,555;0,0918;0,0655;0,0317;0,0903;0,0655;0,0292;0,4583;0,2109;0,1621;117;54;41
506;10R;3;8;0,5393;0,3477;6,555;0,1017;0,0655;0,0213;0,1003;0,0655;0,0195;0,5008;0,1771;0,1171;128;45;30
507;10R;3;10;0,5871;0,344;6,555;0,1119;0,0655;0,0131;0,1106;0,0654;0,012;0,539;0,1335;0,0658;137;34;17
510;2.5YR;3;2;0,3757;0,3391;6,555;0,0726;0,0655;0,0551;0,0709;0,0656;0,0507;0,3553;0,2634;0,2326;91;67;59
511;2.5YR;3;4;0,436;0,3563;6,555;0,0802;0,0655;0,0382;0,0787;0,0656;0,0351;0,4054;0,2433;0,1833;103;62;47
512;2.5YR;3;6;0,4954;0,3692;6,555;0,088;0,0655;0,024;0,0866;0,0656;0,0221;0,4478;0,221;0,1272;114;56;32
513;2.5YR;3;8;0,5475;0,3771;6,555;0,0952;0,0655;0,0131;0,094;0,0656;0,012;0,4819;0,198;0,0563;123;50;14
515;5YR;3;2;0,3771;0,3476;6,555;0,0711;0,0655;0,0519;0,0694;0,0656;0,0478;0,3498;0,2666;0,2237;89;68;57
516;5YR;3;4;0,4376;0,3715;6,555;0,0772;0,0655;0,0337;0,0758;0,0656;0,031;0,3947;0,2503;0,1663;101;64;42
517;5YR;3;6;0,4966;0,3908;6,555;0,0833;0,0655;0,0189;0,082;0,0657;0,0173;0,4318;0,2332;0,0964;110;59;25
519;7.5YR;3;2;0,3771;0,3549;6,555;0,0697;0,0655;0,0495;0,068;0,0656;0,0455;0,3438;0,2697;0,2166;88;69;55
520;7.5YR;3;4;0,4378;0,3865;6,555;0,0743;0,0655;0,0298;0,0729;0,0657;0,0274;0,3833;0,2571;0,1499;98;66;38
521;7.5YR;3;6;0,493;0,4116;6,555;0,0785;0,0655;0,0152;0,0773;0,0657;0,0139;0,4135;0,2452;0,0666;105;63;17
523;10YR;3;2;0,3747;0,363;6,555;0,0677;0,0655;0,0474;0,0661;0,0657;0,0436;0,3343;0,2739;0,2101;85;70;54
524;10YR;3;4;0,4341;0,4018;6,555;0,0708;0,0655;0,0268;0,0695;0,0657;0,0246;0,3684;0,2648;0,1355;94;68;35
525;10YR;3;6;0,4872;0,4326;6,555;0,0738;0,0655;0,0122;0,0727;0,0658;0,0111;0,3941;0,2564;0,03;100;65;8
527;2.5Y;3;2;0,3703;0,37;6,555;0,0656;0,0655;0,046;0,064;0,0657;0,0423;0,3234;0,2783;0,2057;82;71;52
528;2.5Y;3;4;0,4277;0,4166;6,555;0,0673;0,0655;0,0245;0,066;0,0658;0,0225;0,3517;0,2726;0,1233;90;70;31
530;5Y;3;2;0,3646;0,3748;6,555;0,0638;0,0655;0,0456;0,0622;0,0657;0,0419;0,3126;0,2822;0,204;80;72;52
531;5Y;3;4;0,4191;0,4283;6,555;0,0641;0,0655;0,0234;0,0629;0,0658;0,0214;0,3351;0,2794;0,1163;85;71;30
533;7.5Y;3;2;0,3589;0,3778;6,555;0,0623;0,0655;0,0457;0,0607;0,0657;0,042;0,303;0,2854;0,2041;77;73;52
534;7.5Y;3;4;0,4086;0,4379;6,555;0,0612;0,0655;0,023;0,0599;0,0658;0,0211;0,3177;0,2857;0,1132;81;73;29
536;10Y;3;2;0,3513;0,3789;6,555;0,0608;0,0655;0,0467;0,0592;0,0657;0,0429;0,292;0,2886;0,2068;74;74;53
537;10Y;3;4;0,3961;0,4452;6,555;0,0583;0,0655;0,0234;0,057;0,0659;0,0214;0,2993;0,2917;0,1144;76;74;29
539;2.5GY;3;2;0,3412;0,3768;6,555;0,0594;0,0655;0,0491;0,0577;0,0657;0,0451;0,2797;0,2918;0,2136;71;74;54
540;2.5GY;3;4;0,3772;0,4484;6,555;0,0551;0,0655;0,0255;0,0538;0,0659;0,0234;0,2751;0,2983;0,1248;70;76;32
542;5GY;3;2;0,3319;0,3729;6,555;0,0583;0,0655;0,0519;0,0567;0,0657;0,0477;0,2692;0,2941;0,2215;69;75;56
543;5GY;3;4;0,3554;0,4429;6,555;0,0526;0,0655;0,0299;0,0512;0,0659;0,0274;0,2506;0,3037;0,1447;64;77;37
544;5GY;3;6;0,375;0,5109;6,555;0,0481;0,0655;0,0146;0,047;0,066;0,0134;0,2322;0,3111;0,0428;59;79;11
546;7.5GY;3;2;0,318;0,3644;6,555;0,0572;0,0655;0,0571;0,0555;0,0657;0,0526;0,2543;0,2968;0,2355;65;76;60
547;7.5GY;3;4;0,327;0,4288;6,555;0,05;0,0655;0,0373;0,0485;0,0659;0,0343;0,2178;0,3094;0,1739;56;79;44
548;7.5GY;3;6;0,3333;0,4967;6,555;0,044;0,0655;0,0224;0,0427;0,066;0,0206;0,1784;0,3195;0,1042;45;81;27
551;10GY;3;2;0,3088;0,3578;6,555;0,0566;0,0655;0,0611;0,0548;0,0657;0,0562;0,2442;0,2984;0,2454;62;76;63
552;10GY;3;4;0,3053;0,4123;6,555;0,0485;0,0655;0,0449;0,047;0,0659;0,0413;0,1914;0,3127;0,1991;49;80;51
553;10GY;3;6;0,2992;0,4717;6,555;0,0416;0,0655;0,0318;0,0402;0,066;0,0293;0,1248;0,3246;0,1504;32;83;38
558;2.5G;3;2;0,2999;0,35;6,555;0,0562;0,0655;0,0656;0,0544;0,0657;0,0603;0,235;0,2996;0,2563;60;76;65
559;2.5G;3;4;0,2836;0,3915;6,555;0,0475;0,0655;0,0544;0,0458;0,0658;0,0501;0,1616;0,3155;0,2267;41;80;58
560;2.5G;3;6;0,2642;0,4342;6,555;0,0399;0,0655;0,0455;0,0384;0,0659;0,0419;0,0252;0,3287;0,1995;6;84;51
569;5G;3;2;0,2935;0,3439;6,555;0,0559;0,0655;0,0691;0,0541;0,0657;0,0636;0,2282;0,3004;0,2645;58;77;67
570;5G;3;4;0,2711;0,378;6,555;0,047;0,0655;0,0609;0,0453;0,0658;0,056;0,1412;0,3169;0,2434;36;81;62
580;7.5G;3;2;0,289;0,3391;6,555;0,0559;0,0655;0,0719;0,054;0,0657;0,0662;0,2237;0,3007;0,2707;57;77;69
581;7.5G;3;4;0,2618;0,3667;6,555;0,0468;0,0655;0,0664;0,045;0,0658;0,0611;0,1243;0,3177;0,2569;32;81;66
591;10G;3;2;0,2844;0,3337;6,555;0,0559;0,0655;0,075;0,0539;0,0656;0,0691;0,2193;0,301;0,2775;56;77;71
592;10G;3;4;0,2525;0,3537;6,555;0,0468;0,0655;0,073;0,0449;0,0657;0,0672;0,1059;0,3182;0,2719;27;81;69
602;2.5BG;3;2;0,2799;0,3271;6,555;0,0561;0,0655;0,0788;0,0541;0,0656;0,0725;0,216;0,3009;0,2855;55;77;73
603;2.5BG;3;4;0,2437;0,3386;6,555;0,0472;0,0655;0,0809;0,0452;0,0657;0,0744;0,0884;0,3181;0,2888;23;81;74
612;5BG;3;2;0,2742;0,3192;6,555;0,0563;0,0655;0,0835;0,0543;0,0656;0,0769;0,2111;0,3008;0,2952;54;77;75
613;5BG;3;4;0,2343;0,32;6,555;0,048;0,0655;0,0913;0,0459;0,0656;0,0841;0,0686;0,3174;0,3095;17;81;79
621;7.5BG;3;2;0,2699;0,312;6,555;0,0567;0,0655;0,0878;0,0546;0,0656;0,0809;0,2085;0,3004;0,3038;53;77;77
622;7.5BG;3;4;0,2272;0,3041;6,555;0,049;0,0655;0,101;0,0467;0,0656;0,093;0,0528;0,3164;0,3274;13;81;83
629;10BG;3;2;0,266;0,305;6,555;0,0572;0,0655;0,0922;0,055;0,0655;0,0849;0,2065;0,2999;0,3122;53;76;80
630;10BG;3;4;0,2221;0,2886;6,555;0,0504;0,0655;0,1111;0,0481;0,0655;0,1024;0,0506;0,3144;0,3449;13;80;88
636;2.5B;3;2;0,2636;0,2983;6,555;0,0579;0,0655;0,0963;0,0557;0,0655;0,0886;0,2079;0,2987;0,3198;53;76;82
637;2.5B;3;4;0,2183;0,2748;6,555;0,0521;0,0655;0,1209;0,0496;0,0654;0,1114;0,0555;0,3121;0,3609;14;80;92
642;5B;3;2;0,2617;0,2921;6,555;0,0587;0,0655;0,1001;0,0565;0,0655;0,0922;0,2101;0,2974;0,3269;54;76;83
643;5B;3;4;0,2176;0,2632;6,555;0,0542;0,0655;0,1293;0,0516;0,0654;0,1191;0,08;0,3087;0,3741;20;79;95
648;7.5B;3;2;0,2616;0,2857;6,555;0,06;0,0655;0,1039;0,0577;0,0655;0,0956;0,2171;0,2951;0,3335;55;75;85
649;7.5B;3;4;0,22;0,2536;6,555;0,0569;0,0655;0,1361;0,0541;0,0653;0,1253;0,1152;0,3041;0,3843;29;78;98
654;10B;3;2;0,2631;0,2801;6,555;0,0616;0,0655;0,1069;0,0592;0,0654;0,0984;0,2272;0,2922;0,3389;58;75;86
655;10B;3;4;0,2246;0,2467;6,555;0,0597;0,0655;0,1405;0,0569;0,0653;0,1294;0,1495;0,2989;0,391;38;76;100
661;2.5PB;3;2;0,2663;0,2756;6,555;0,0633;0,0655;0,109;0,061;0,0654;0,1003;0,24;0,2887;0,3426;61;74;87
662;2.5PB;3;4;0,2312;0,2405;6,555;0,063;0,0655;0,144;0,0602;0,0652;0,1326;0,185;0,2924;0,3962;47;75;101
663;2.5PB;3;6;0,2022;0,2101;6,555;0,0631;0,0655;0,1834;0,0597;0,065;0,1689;0,096;0,2957;0,4475;24;75;114
668;5PB;3;2;0,2708;0,2719;6,555;0,0653;0,0655;0,1102;0,0629;0,0654;0,1015;0,2544;0,2848;0,3449;65;73;88
669;5PB;3;4;0,2393;0,2361;6,555;0,0664;0,0655;0,1456;0,0636;0,0652;0,1342;0,2178;0,2855;0,3988;56;73;102
670;5PB;3;6;0,2122;0,2052;6,555;0,0678;0,0655;0,1861;0,0644;0,065;0,1715;0,1654;0,2862;0,4511;42;73;115
671;5PB;3;8;0,1908;0,1799;6,555;0,0695;0,0655;0,2293;0,0656;0,0647;0,2113;0,0835;0,2864;0,4997;21;73;127
677;7.5PB;3;2;0,2777;0,2687;6,555;0,0677;0,0655;0,1107;0,0653;0,0654;0,1019;0,2727;0,2796;0,3458;70;71;88
678;7.5PB;3;4;0,252;0,2319;6,555;0,0712;0,0655;0,1459;0,0684;0,0651;0,1344;0,2586;0,2752;0,3995;66;70;102
679;7.5PB;3;6;0,2311;0,201;6,555;0,0754;0,0655;0,1852;0,072;0,0649;0,1706;0,2437;0,2697;0,4506;62;69;115
680;7.5PB;3;8;0,2149;0,1761;6,555;0,08;0,0655;0,2267;0,0761;0,0647;0,2089;0,2292;0,2631;0,4976;58;67;127
681;7.5PB;3;10;0,2005;0,1536;6,555;0,0856;0,0655;0,2756;0,081;0,0644;0,254;0,2118;0,2548;0,5467;54;65;139
682;7.5PB;3;12;0,1903;0,1353;6,555;0,0922;0,0655;0,3267;0,087;0,0641;0,3011;0,2004;0,2437;0,5926;51;62;151
683;7.5PB;3;14;0,1824;0,1188;6,555;0,1006;0,0655;0,3856;0,0946;0,0637;0,3553;0,1952;0,228;0,6405;50;58;163
684;7.5PB;3;16;0,1765;0,1048;6,555;0,1104;0,0655;0,4495;0,1036;0,0633;0,4143;0,1956;0,2077;0,6877;50;53;175
685;7.5PB;3;18;0,173;0,0948;6,555;0,1196;0,0655;0,5063;0,112;0,0629;0,4666;0,2019;0,1857;0,7264;51;47;185
686;7.5PB;3;20;0,1702;0,0867;6,555;0,1287;0,0655;0,5618;0,1204;0,0626;0,5178;0,2082;0,1609;0,7619;53;41;194
687;7.5PB;3;22;0,1677;0,0782;6,555;0,1406;0,0655;0,6321;0,1313;0,0621;0,5825;0,22;0,12;0,8039;56;31;205
688;7.5PB;3;24;0,1658;0,0711;6,555;0,1529;0,0655;0,7035;0,1427;0,0616;0,6484;0,233;0,0536;0,8438;59;14;215
694;10PB;3;2;0,2847;0,267;6,555;0,0699;0,0655;0,1101;0,0675;0,0653;0,1014;0,2886;0,2748;0,3451;74;70;88
695;10PB;3;4;0,266;0,2319;6,555;0,0752;0,0655;0,1419;0,0724;0,0651;0,1307;0,2917;0,2659;0,3943;74;68;101
696;10PB;3;6;0,2511;0,2031;6,555;0,081;0,0655;0,1762;0,0778;0,0649;0,1623;0,2961;0,2556;0,44;76;65;112
697;10PB;3;8;0,2387;0,1786;6,555;0,0876;0,0655;0,2139;0,0838;0,0647;0,197;0,3016;0,2433;0,4842;77;62;123
698;10PB;3;10;0,2278;0,1565;6,555;0,0954;0,0655;0,2579;0,0911;0,0644;0,2376;0,3088;0,2276;0,5302;79;58;135
699;10PB;3;12;0,2206;0,1407;6,555;0,1028;0,0655;0,2976;0,0979;0,0641;0,2742;0,3171;0,2114;0,5677;81;54;145
700;10PB;3;14;0,2142;0,125;6,555;0,1123;0,0655;0,3465;0,1068;0,0638;0,3193;0,3298;0,1877;0,6101;84;48;156
701;10PB;3;16;0,2092;0,1118;6,555;0,1227;0,0655;0,3981;0,1165;0,0634;0,3669;0,344;0,1574;0,651;88;40;166
702;10PB;3;18;0,206;0,102;6,555;0,1324;0,0655;0,4447;0,1256;0,0631;0,4098;0,3584;0,1216;0,6853;91;31;175
703;10PB;3;20;0,203;0,093;6,555;0,1431;0,0655;0,4962;0,1356;0,0627;0,4573;0,3733;0,064;0,7207;95;16;184
711;2.5P;3;2;0,2922;0,268;6,555;0,0715;0,0655;0,1076;0,0691;0,0653;0,0991;0,3016;0,2711;0,341;77;69;87
712;2.5P;3;4;0,2792;0,2342;6,555;0,0781;0,0655;0,1362;0,0754;0,0651;0,1254;0,3164;0,2585;0,3864;81;66;99
713;2.5P;3;6;0,2691;0,2072;6,555;0,0851;0,0655;0,1657;0,082;0,0649;0,1526;0,3314;0,2444;0,4271;85;62;109
714;2.5P;3;8;0,2615;0,1845;6,555;0,0929;0,0655;0,1968;0,0893;0,0647;0,1813;0,3486;0,2275;0,4655;89;58;119
715;2.5P;3;10;0,2548;0,1638;6,555;0,102;0,0655;0,2327;0,0979;0,0644;0,2144;0,3678;0,2056;0,5052;94;52;129
716;2.5P;3;12;0,2498;0,148;6,555;0,1106;0,0655;0,2667;0,1061;0,0642;0,2457;0,3852;0,1819;0,5396;98;46;138
717;2.5P;3;14;0,2449;0,1325;6,555;0,1212;0,0655;0,308;0,1161;0,0639;0,2838;0,4052;0,1478;0,578;103;38;147
718;2.5P;3;16;0,241;0,1198;6,555;0,1319;0,0655;0,3497;0,1263;0,0636;0,3223;0,4246;0,1017;0,6136;108;26;156
719;2.5P;3;18;0,238;0,1094;6,555;0,1426;0,0655;0,391;0,1365;0,0633;0,3603;0,4433;0,0138;0,6465;113;4;165
728;5P;3;2;0,2997;0,27;6,555;0,0728;0,0655;0,1045;0,0704;0,0653;0,0962;0,3129;0,2679;0,3359;80;68;86
729;5P;3;4;0,2928;0,2386;6,555;0,0804;0,0655;0,1287;0,0778;0,0651;0,1186;0,3367;0,2522;0,3755;86;64;96
730;5P;3;6;0,287;0,2135;6,555;0,0881;0,0655;0,1534;0,0851;0,065;0,1413;0,3584;0,2354;0,4111;91;60;105
731;5P;3;8;0,2819;0,191;6,555;0,0967;0,0655;0,1809;0,0934;0,0647;0,1666;0,3811;0,2147;0,4469;97;55;114
732;5P;3;10;0,2772;0,1707;6,555;0,1064;0,0655;0,212;0,1027;0,0645;0,1953;0,4046;0,1884;0,4834;103;48;123
733;5P;3;12;0,2739;0,1539;6,555;0,1167;0,0655;0,2437;0,1124;0,0642;0,2245;0,4284;0,1554;0,5174;109;40;132
734;5P;3;14;0,2707;0,1397;6,555;0,127;0,0655;0,2767;0,1224;0,064;0,2549;0,4505;0,1123;0,5499;115;29;140
735;5P;3;16;0,268;0,1272;6,555;0,1381;0,0655;0,3117;0,133;0,0637;0,2872;0,4729;0,0329;0,582;121;8;148
744;7.5P;3;2;0,3088;0,274;6,555;0,0739;0,0655;0,0998;0,0716;0,0654;0,0919;0,324;0,2649;0,3279;83;68;84
745;7.5P;3;4;0,3072;0,2448;6,555;0,0823;0,0655;0,12;0,0797;0,0652;0,1105;0,3542;0,2468;0,3622;90;63;92
746;7.5P;3;6;0,3057;0,2208;6,555;0,0908;0,0655;0,1406;0,0879;0,065;0,1295;0,3817;0,2269;0,3937;97;58;100
747;7.5P;3;8;0,3037;0,1981;6,555;0,1005;0,0655;0,1649;0,0973;0,0648;0,1519;0,4101;0,2013;0,4272;105;51;109
748;7.5P;3;10;0,302;0,1794;6,555;0,1103;0,0655;0,1895;0,1068;0,0646;0,1746;0,4365;0,1712;0,4581;111;44;117
749;7.5P;3;12;0,3003;0,1618;6,555;0,1217;0,0655;0,2179;0,1178;0,0643;0,2008;0,4645;0,1277;0,4908;118;33;125
750;7.5P;3;14;0,2992;0,1475;6,555;0,133;0,0655;0,2459;0,1287;0,0641;0,2265;0,4908;0,0601;0,5206;125;15;133
759;10P;3;2;0,317;0,279;6,555;0,0745;0,0655;0,0949;0,0723;0,0654;0,0874;0,332;0,263;0,3191;85;67;81
760;10P;3;4;0,3214;0,2517;6,555;0,0837;0,0655;0,1112;0,0812;0,0652;0,1024;0,3688;0,2423;0,3483;94;62;89
761;10P;3;6;0,3243;0,2293;6,555;0,0927;0,0655;0,1276;0,09;0,065;0,1175;0,4004;0,2199;0,3749;102;56;96
762;10P;3;8;0,3269;0,2075;6,555;0,1033;0,0655;0,1471;0,1003;0,0648;0,1355;0,4339;0,1899;0,4038;111;48;103
763;10P;3;10;0,3286;0,1889;6,555;0,114;0,0655;0,1674;0,1108;0,0646;0,1542;0,4647;0,153;0,4315;118;39;110
764;10P;3;12;0,3301;0,1715;6,555;0,1262;0,0655;0,1905;0,1226;0,0644;0,1755;0,4965;0,0953;0,4604;127;24;117
772;2.5RP;3;2;0,3272;0,2861;6,555;0,075;0,0655;0,0886;0,0728;0,0654;0,0816;0,3403;0,2613;0,3074;87;67;78
773;2.5RP;3;4;0,34;0,2624;6,555;0,0849;0,0655;0,0993;0,0826;0,0653;0,0915;0,3839;0,2378;0,3282;98;61;84
774;2.5RP;3;6;0,3501;0,2425;6,555;0,0946;0,0655;0,1101;0,0922;0,0651;0,1014;0,421;0,2122;0,3476;107;54;89
775;2.5RP;3;8;0,3598;0,2233;6,555;0,1056;0,0655;0,1224;0,103;0,0649;0,1127;0,4586;0,1782;0,3681;117;45;94
776;2.5RP;3;10;0,3681;0,2054;6,555;0,1175;0,0655;0,1361;0,1146;0,0648;0,1254;0,495;0,1315;0,3896;126;34;99
777;2.5RP;3;12;0,3754;0,1898;6,555;0,1296;0,0655;0,1502;0,1266;0,0646;0,1383;0,5292;0,053;0,4101;135;14;105
783;5RP;3;2;0,337;0,294;6,555;0,0751;0,0655;0,0823;0,0731;0,0654;0,0757;0,3466;0,2602;0,295;88;66;75
784;5RP;3;4;0,3586;0,2742;6,555;0,0857;0,0655;0,0878;0,0836;0,0653;0,0808;0,3961;0,2344;0,307;101;60;78
785;5RP;3;6;0,3765;0,2569;6,555;0,0961;0,0655;0,0935;0,0938;0,0652;0,0861;0,4378;0,2058;0,3189;112;52;81
786;5RP;3;8;0,393;0,2395;6,555;0,1076;0,0655;0,1006;0,1052;0,065;0,0926;0,4786;0,1676;0,3327;122;43;85
787;5RP;3;10;0,4073;0,2235;6,555;0,1195;0,0655;0,1083;0,117;0,0649;0,0997;0,5165;0,115;0,3469;132;29;88
793;7.5RP;3;2;0,345;0,3001;6,555;0,0754;0,0655;0,0775;0,0734;0,0654;0,0714;0,3517;0,2592;0,2853;90;66;73
794;7.5RP;3;4;0,3739;0,2851;6,555;0,086;0,0655;0,0784;0,0839;0,0653;0,0722;0,4038;0,2328;0,2884;103;59;74
795;7.5RP;3;6;0,399;0,2708;6,555;0,0966;0,0655;0,0799;0,0945;0,0652;0,0736;0,4483;0,2024;0,2928;114;52;75
796;7.5RP;3;8;0,4234;0,2556;6,555;0,1086;0,0655;0,0823;0,1065;0,0651;0,0758;0,4924;0,1607;0,299;126;41;76
797;7.5RP;3;10;0,4445;0,2419;6,555;0,1205;0,0655;0,085;0,1183;0,065;0,0782;0,5315;0,1035;0,3056;136;26;78
802;10RP;4;2;0,3417;0,3106;12;0,132;0,12;0,1343;0,1285;0,1199;0,1237;0,4496;0,3584;0,3709;115;91;95
803;10RP;4;4;0,3715;0,3042;12;0,1465;0,12;0,1279;0,143;0,1198;0,1178;0,5071;0,3336;0,3623;129;85;92
804;10RP;4;6;0,3999;0,2972;12;0,1615;0,12;0,1223;0,158;0,1197;0,1126;0,5582;0,3057;0,3548;142;78;90
805;10RP;4;8;0,4282;0,289;12;0,1778;0,12;0,1174;0,1744;0,1196;0,1081;0,6075;0,2713;0,3484;155;69;89
806;10RP;4;10;0,4528;0,2811;12;0,1933;0,12;0,1136;0,1899;0,1194;0,1045;0,6497;0,2332;0,3436;166;59;88
807;10RP;4;12;0,4789;0,2717;12;0,2115;0,12;0,1102;0,2081;0,1193;0,1014;0,6947;0,1768;0,3396;177;45;87
808;10RP;4;14;0,502;0,2623;12;0,2297;0,12;0,1078;0,2263;0,1191;0,0992;0,7358;0,0887;0,3375;188;23;86
812;2.5R;4;2;0,3461;0,315;12;0,1318;0,12;0,1291;0,1284;0,1199;0,1188;0,4521;0,3584;0,3628;115;91;93
813;2.5R;4;4;0,3806;0,3125;12;0,1462;0,12;0,1178;0,1428;0,1199;0,1085;0,511;0,3336;0,346;130;85;88
814;2.5R;4;6;0,4141;0,3085;12;0,1611;0,12;0,1079;0,1578;0,1198;0,0993;0,5636;0,3053;0,3306;144;78;84
815;2.5R;4;8;0,4472;0,3031;12;0,1771;0,12;0,0989;0,1739;0,1197;0,091;0,6131;0,2712;0,316;156;69;81
816;2.5R;4;10;0,4774;0,2969;12;0,193;0,12;0,0912;0,1898;0,1196;0,0839;0,6573;0,2316;0,3033;168;59;77
817;2.5R;4;12;0,5072;0,2897;12;0,2101;0,12;0,0841;0,207;0,1194;0,0774;0,7005;0,1779;0,2912;179;45;74
818;2.5R;4;14;0,5369;0,281;12;0,2293;0,12;0,0778;0,2263;0,1193;0,0715;0,7446;0,0823;0,2803;190;21;71
821;5R;4;2;0,3508;0,32;12;0,1316;0,12;0,1235;0,1281;0,12;0,1136;0,4543;0,3585;0,3538;116;91;90
822;5R;4;4;0,3916;0,3223;12;0,1458;0,12;0,1065;0,1426;0,1199;0,098;0,5156;0,3334;0,3266;131;85;83
823;5R;4;6;0,4299;0,3226;12;0,1599;0,12;0,0921;0,1568;0,1199;0,0847;0,5674;0,3062;0,3011;145;78;77
